batch_id,batch_size,flush_reason,batch_duration_ms,queue_wait_p50_ms,router_p50_ms,chosen_llm_p50_ms,chosen_success_rate,shadow_calls,errors,chosen_task_perf_p50,chosen_total_tokens_p50,chosen_social_welfare_p50
124,10,size,1062.79,40.76,4.36,292.03,1.0000,0,0,0.222222,604.00,-0.372444
125,10,size,1550.65,54.69,3.83,349.89,1.0000,0,0,0.375000,684.00,-0.307473
126,10,size,1450.30,33.75,3.34,924.02,1.0000,0,0,0.222222,541.00,-0.355278
127,10,size,783.44,54.69,4.47,237.71,1.0000,0,0,0.618182,504.00,0.075182
128,10,size,1677.49,36.21,3.70,667.09,1.0000,0,0,0.066667,552.00,-0.410833
129,10,size,1447.92,74.23,4.69,870.56,1.0000,0,0,0.119048,608.00,-0.507377
130,10,size,1318.18,44.18,3.14,503.65,1.0000,0,0,0.076705,491.50,-0.304000
131,10,size,517.79,64.73,2.93,301.09,1.0000,0,0,0.309524,311.00,0.029524
132,10,size,1342.13,47.72,3.85,284.52,1.0000,0,0,0.366667,377.50,0.004167
133,10,size,1341.00,61.20,4.25,633.45,1.0000,0,0,0.387879,671.00,-0.323752
134,10,size,1329.05,49.70,5.05,352.93,1.0000,0,0,0.309524,794.00,-0.398258
135,10,size,1502.24,44.25,3.48,566.14,1.0000,0,0,0.000000,495.50,-0.466000
136,10,size,892.86,24.20,4.09,441.76,1.0000,0,0,0.306818,499.50,-0.179182
137,10,size,1324.61,106.27,4.97,551.39,1.0000,0,0,0.000000,635.00,-0.584500
138,10,size,1761.15,34.74,3.84,654.95,1.0000,0,0,0.124542,624.00,-0.426986
139,10,size,1371.98,54.30,4.12,508.30,1.0000,0,0,0.322222,468.00,-0.128731
140,10,size,1940.05,41.23,4.97,589.30,1.0000,0,0,0.321839,617.50,-0.330682
141,10,size,968.62,27.19,4.26,706.09,1.0000,0,0,0.050000,599.00,-0.529500
142,10,size,496.31,19.73,5.15,306.73,1.0000,0,0,0.480769,703.00,-0.161167
143,10,size,4666.58,22.81,3.87,337.53,1.0000,0,0,0.201923,447.50,-0.270077
144,10,size,1976.02,15.26,3.37,474.32,1.0000,0,0,0.267857,536.00,-0.262643
145,10,size,933.09,46.73,3.27,591.11,1.0000,0,0,0.228758,599.00,-0.405353
146,10,size,930.40,33.33,4.87,347.88,1.0000,0,0,0.355556,714.50,-0.379500
147,10,size,677.49,89.22,3.45,405.47,1.0000,0,0,0.208333,673.00,-0.381593
148,10,size,2618.76,67.74,2.94,541.13,1.0000,0,0,0.285024,441.00,-0.167611
149,10,size,1994.90,45.77,3.43,687.91,1.0000,0,0,0.263441,386.50,-0.154015
150,10,size,1479.80,44.35,4.28,815.04,1.0000,0,0,0.041667,569.50,-0.502000
151,10,size,1615.58,53.26,4.84,856.59,1.0000,0,0,0.051136,658.50,-0.598697
152,10,size,857.16,24.34,4.40,479.55,1.0000,0,0,0.206667,636.50,-0.309333
153,10,size,1102.61,21.86,4.40,330.56,1.0000,0,0,0.245000,547.50,-0.357500
154,10,size,1256.94,34.31,3.71,348.57,1.0000,0,0,0.339286,608.00,-0.220015
155,10,size,1313.03,58.28,4.70,594.41,1.0000,0,0,0.301802,537.00,-0.246198
156,10,size,933.83,37.78,3.66,359.17,1.0000,0,0,0.545455,572.00,0.005955
157,10,size,1167.22,45.32,5.25,546.94,1.0000,0,0,0.308712,657.00,-0.415000
158,10,size,1434.86,26.80,3.49,494.75,1.0000,0,0,0.267857,505.50,-0.307221
159,10,size,1169.96,38.28,3.66,675.39,1.0000,0,0,0.218254,490.00,-0.371684
160,10,size,1451.50,40.75,4.83,648.14,1.0000,0,0,0.247268,557.50,-0.234684
161,10,size,904.84,36.80,3.30,399.95,1.0000,0,0,0.473214,387.00,0.061714
162,10,size,951.70,28.85,4.64,609.16,1.0000,0,0,0.169935,597.00,-0.417333
163,10,size,920.25,74.31,4.95,483.29,1.0000,0,0,0.534759,702.00,-0.175241
164,10,size,1019.61,51.79,4.40,437.42,1.0000,0,0,0.407895,671.00,-0.144105
165,10,size,1594.85,39.24,4.28,470.08,1.0000,0,0,0.335664,554.50,-0.219909
166,10,size,2115.10,75.40,4.15,628.04,1.0000,0,0,0.181081,474.50,-0.314838
167,10,size,1710.79,34.21,4.01,652.41,1.0000,0,0,0.320513,441.00,-0.111487
168,10,size,1784.66,61.21,3.74,477.49,1.0000,0,0,0.236111,495.50,-0.292889
169,10,size,1664.48,31.24,3.71,495.67,1.0000,0,0,0.090909,444.50,-0.362545
170,10,size,1764.35,46.23,5.61,839.50,1.0000,0,0,0.217647,590.00,-0.311353
171,10,size,1622.92,48.73,4.25,558.29,1.0000,0,0,0.200000,636.50,-0.385500
172,10,size,776.42,66.73,5.70,461.80,1.0000,0,0,0.577778,739.00,-0.151308
173,10,size,1166.96,46.20,3.80,481.46,1.0000,0,0,0.321429,505.00,-0.115071
174,10,size,2878.55,48.23,3.73,1120.21,1.0000,0,0,0.185185,526.50,-0.315315
175,10,size,1476.04,66.77,3.18,688.99,1.0000,0,0,0.267857,543.50,-0.257643
176,10,size,1311.83,38.74,4.74,520.29,1.0000,0,0,0.055556,642.50,-0.550444
177,10,size,608.30,31.71,3.28,405.67,1.0000,0,0,0.236111,535.00,-0.242889
178,10,size,1086.09,35.20,6.04,595.15,1.0000,0,0,0.177632,644.00,-0.426368
179,10,size,1382.12,66.76,3.30,570.65,1.0000,0,0,0.202020,546.50,-0.345333
180,10,size,766.18,30.74,4.22,420.91,1.0000,0,0,0.396104,649.00,-0.177848
181,10,size,1118.17,51.24,3.78,495.24,1.0000,0,0,0.491379,405.50,0.044879
182,10,size,1281.66,48.73,3.66,639.06,1.0000,0,0,0.166667,559.50,-0.390667
183,10,size,1461.79,40.73,3.09,894.53,1.0000,0,0,0.242857,550.50,-0.302083
184,10,size,979.21,50.73,3.68,564.25,1.0000,0,0,0.522727,543.00,-0.069273
185,10,size,1487.07,43.25,4.12,601.68,1.0000,0,0,0.285714,557.00,-0.254143
186,10,size,1061.69,49.73,4.23,565.41,1.0000,0,0,0.200000,507.50,-0.286667
187,10,size,1057.44,34.72,4.52,416.68,1.0000,0,0,0.150000,583.00,-0.297333
188,10,size,766.37,52.69,4.14,237.71,1.0000,0,0,0.166667,366.00,-0.205500
189,10,size,1177.04,24.21,3.89,391.98,1.0000,0,0,0.182857,482.50,-0.270143
190,10,size,761.70,41.84,5.19,460.17,1.0000,0,0,0.365079,616.50,-0.243421
191,10,size,987.45,42.23,3.58,410.83,1.0000,0,0,0.266667,328.50,-0.063833
192,10,size,1201.20,26.73,3.53,591.48,1.0000,0,0,0.307309,479.00,-0.186191
193,10,size,1189.62,59.21,3.11,383.56,1.0000,0,0,0.108333,542.00,-0.426652
194,10,size,2076.06,30.16,3.40,825.13,1.0000,0,0,0.083333,621.00,-0.575222
195,10,size,1002.26,45.24,5.14,605.83,1.0000,0,0,0.557692,1028.00,-0.551808
196,10,size,2514.78,41.19,3.69,595.84,1.0000,0,0,0.219298,1097.50,-0.618862
197,10,size,1129.22,30.77,4.46,573.20,1.0000,0,0,0.153846,660.00,-0.506154
198,10,size,724.24,65.68,4.51,480.10,1.0000,0,0,0.583333,647.50,-0.093667
199,10,size,1347.91,28.20,5.12,721.98,1.0000,0,0,0.100251,801.50,-0.666249
200,10,size,1562.08,54.72,3.98,774.70,1.0000,0,0,0.216374,596.00,-0.391626
