batch_id,batch_size,flush_reason,batch_duration_ms,queue_wait_p50_ms,router_p50_ms,chosen_llm_p50_ms,chosen_success_rate,shadow_calls,errors,chosen_task_perf_p50,chosen_total_tokens_p50,chosen_social_welfare_p50
58,2,time,517.70,596.19,0.74,486.77,1.0000,0,0,0.237179,547.50,-0.310321
59,2,time,250.49,551.65,0.82,239.04,1.0000,0,0,0.507937,511.50,-0.003563
60,2,time,542.31,352.43,3.46,398.45,1.0000,0,0,0.492647,582.00,-0.089353
61,3,time,994.05,1017.13,1.31,688.62,1.0000,0,0,0.370370,649.00,-0.222630
62,3,time,1770.14,2238.38,1.10,454.81,1.0000,0,0,0.200000,458.00,-0.258000
63,3,time,616.29,783.90,1.15,595.04,1.0000,0,0,0.086957,496.00,-0.409043
64,2,time,817.06,595.67,0.83,653.72,1.0000,0,0,0.252016,536.00,-0.283984
65,2,time,534.61,701.27,0.88,502.76,1.0000,0,0,0.214286,574.00,-0.359714
66,2,time,669.93,332.92,0.85,454.52,1.0000,0,0,0.458333,604.50,-0.146167
67,2,time,641.10,1977.05,0.99,375.48,1.0000,0,0,0.600000,632.00,-0.032000
68,2,time,1367.76,1009.63,1.03,819.01,1.0000,0,0,0.520000,664.50,-0.144500
69,3,time,434.93,327.44,0.98,361.65,1.0000,0,0,0.000000,351.00,-0.339000
70,4,size,792.99,3284.48,1.54,548.32,1.0000,0,0,0.115132,409.00,-0.296368
71,2,time,786.49,321.39,0.75,753.64,1.0000,0,0,0.000000,459.00,-0.459000
72,3,time,1234.06,1380.58,1.53,814.70,1.0000,0,0,0.111111,510.00,-0.398889
73,2,time,296.84,429.50,0.67,294.18,1.0000,0,0,0.716667,450.50,0.266167
74,2,time,727.55,449.02,0.73,458.09,1.0000,0,0,0.375000,457.50,-0.082500
75,2,time,510.64,577.16,0.77,349.77,1.0000,0,0,0.333333,469.00,-0.135667
76,4,size,895.45,681.97,1.98,237.96,1.0000,0,0,0.550000,514.50,0.049000
77,2,time,704.43,526.61,0.63,532.32,1.0000,0,0,0.064516,462.50,-0.397984
78,3,time,1413.11,1779.90,1.06,895.41,1.0000,0,0,0.064516,430.00,-0.385765
79,3,time,814.64,394.54,1.43,702.31,1.0000,0,0,0.000000,460.00,-0.456000
80,2,time,466.39,1062.14,0.88,368.50,1.0000,0,0,0.000000,506.00,-0.506000
81,1,final,407.49,811.91,0.26,405.58,1.0000,0,0,0.583333,537.00,0.046333
