batch_id,batch_size,flush_reason,batch_duration_ms,queue_wait_p50_ms,router_p50_ms,chosen_llm_p50_ms,chosen_success_rate,shadow_calls,errors,chosen_task_perf_p50,chosen_total_tokens_p50,chosen_social_welfare_p50
58,2,time,534.93,596.19,0.93,503.01,1.0000,0,0,0.237179,547.50,-0.310321
59,2,time,252.21,551.63,0.82,240.37,1.0000,0,0,0.507937,511.50,-0.003563
60,2,time,546.90,352.44,3.46,400.06,1.0000,0,0,0.492647,582.00,-0.089353
61,3,time,1166.98,1017.21,1.47,681.50,1.0000,0,0,0.370370,655.00,-0.222630
62,3,time,1580.65,2238.52,1.00,451.86,1.0000,0,0,0.200000,458.00,-0.258000
63,3,time,594.96,783.95,1.25,466.69,1.0000,0,0,0.086957,496.00,-0.409043
64,2,time,822.65,595.73,0.95,659.29,1.0000,0,0,0.252016,536.00,-0.283984
65,2,time,532.59,701.32,0.94,503.44,1.0000,0,0,0.214286,574.00,-0.359714
66,2,time,672.87,332.98,0.95,457.42,1.0000,0,0,0.458333,604.50,-0.146167
67,2,time,645.07,1977.11,1.07,376.69,1.0000,0,0,0.600000,632.00,-0.032000
68,2,time,1226.66,1009.66,1.04,747.27,1.0000,0,0,0.500000,660.50,-0.160500
69,3,time,438.20,327.46,0.91,361.83,1.0000,0,0,0.000000,351.00,-0.339000
70,4,size,603.58,3284.63,1.52,520.92,1.0000,0,0,0.115132,402.50,-0.296368
71,2,time,757.47,321.41,0.86,740.44,1.0000,0,0,0.000000,458.00,-0.458000
72,3,time,1246.34,1380.52,1.48,336.19,1.0000,0,0,0.400000,511.00,-0.114000
73,2,time,301.01,429.57,0.78,296.08,1.0000,0,0,0.716667,450.50,0.266167
74,2,time,751.50,449.08,0.78,461.16,1.0000,0,0,0.375000,457.50,-0.082500
75,2,time,452.67,577.24,0.87,321.59,1.0000,0,0,0.333333,467.50,-0.134167
76,4,size,879.51,681.97,1.66,242.10,1.0000,0,0,0.550000,514.00,0.049000
77,2,time,689.14,526.59,0.69,534.82,1.0000,0,0,0.064516,462.50,-0.397984
78,3,time,875.47,1780.07,1.10,783.18,1.0000,0,0,0.064516,419.00,-0.366484
79,3,time,1912.44,394.51,1.38,699.79,1.0000,0,0,0.000000,460.00,-0.456000
80,2,time,512.97,1062.23,0.85,462.65,1.0000,0,0,0.000000,510.50,-0.510500
81,1,final,487.39,811.99,0.34,485.23,1.0000,0,0,0.518519,541.00,-0.022481
